Gene_length	Strand	Gene_name	Ensembl_gene	Gene_biotype
465	+	RPL23AP2	ENSG00000225067	processed_pseudogene
56	-	MIR4514	ENSG00000265855	miRNA
2814	+	AL121949.1	ENSG00000218048	unprocessed_pseudogene
1230	+	AL512637.1	ENSG00000215796	processed_pseudogene
41718	-	ZNF395	ENSG00000186918	protein_coding
243685	-	VEPH1	ENSG00000197415	protein_coding
617	-	AC068339.2	ENSG00000255140	unprocessed_pseudogene
287	-	RN7SL817P	ENSG00000241791	misc_RNA
27969	+	LRP4-AS1	ENSG00000247675	antisense_RNA
739	+	AP003400.6	ENSG00000280201	TEC
3537	-	CST1	ENSG00000170373	protein_coding
10293	-	POLM	ENSG00000122678	protein_coding
492	+	AC124293.1	ENSG00000212989	processed_pseudogene
155	-	AL590135.1	ENSG00000227854	processed_pseudogene
480270	-	PDE11A	ENSG00000284741	protein_coding
70792	+	ECT2	ENSG00000114346	protein_coding
4995	-	TREML1	ENSG00000161911	protein_coding
225	-	COX6CP13	ENSG00000234144	processed_pseudogene
95215	+	KREMEN1	ENSG00000183762	protein_coding
7849	+	HMGN4	ENSG00000182952	protein_coding
24292	-	AMMECR1L	ENSG00000144233	protein_coding
30165	-	AADAT	ENSG00000109576	protein_coding
7216	-	AL132819.1	ENSG00000258383	lincRNA
36481	+	MARC2	ENSG00000117791	protein_coding
29859	-	AC006974.1	ENSG00000283504	lincRNA
788	-	AC027607.1	ENSG00000248936	antisense_RNA
129608	-	SLC12A8	ENSG00000221955	protein_coding
217092	+	SYT9	ENSG00000170743	protein_coding
1769	+	DDX6P2	ENSG00000277914	processed_pseudogene
2763	-	MTHFD1P1	ENSG00000231831	processed_pseudogene
714	-	AC008115.1	ENSG00000256658	antisense_RNA
18226	-	AC099482.1	ENSG00000260741	antisense_RNA
62149	+	AC063949.2	ENSG00000266923	antisense_RNA
10006	+	THNSL1	ENSG00000185875	protein_coding
21815	+	LINC02067	ENSG00000240567	lincRNA
152858	+	ARHGEF12	ENSG00000196914	protein_coding
1361	-	AC106800.1	ENSG00000247763	processed_pseudogene
157878	-	CDH10	ENSG00000040731	protein_coding
1684	+	SLC9A3P1	ENSG00000233011	processed_pseudogene
22448	-	XPA	ENSG00000136936	protein_coding
878	-	KRTAP4-5	ENSG00000198271	protein_coding
1847	-	AC010970.1	ENSG00000225840	processed_pseudogene
751	+	AL078644.1	ENSG00000273004	lincRNA
534	+	AL138960.2	ENSG00000280357	TEC
4268	-	AC245884.2	ENSG00000234436	unprocessed_pseudogene
49476	+	MYBL2	ENSG00000101057	protein_coding
31632	+	PPFIA3	ENSG00000177380	protein_coding
42253	-	PPAT	ENSG00000128059	protein_coding
1797	+	MRPL37P1	ENSG00000266946	processed_pseudogene
110	-	Y_RNA	ENSG00000207161	misc_RNA
63939	-	SLC2A12	ENSG00000146411	protein_coding
453	-	AL357084.1	ENSG00000216548	processed_pseudogene
535	-	SLC7A5P2	ENSG00000258186	transcribed_processed_pseudogene
315	+	RN7SKP44	ENSG00000200472	misc_RNA
2935	-	ARHGAP42P5	ENSG00000258233	processed_pseudogene
1662	+	OR52N4	ENSG00000181074	protein_coding
69	+	SNORD38A	ENSG00000202031	snoRNA
744	-	AC147055.4	ENSG00000251101	processed_pseudogene
276	+	Metazoa_SRP	ENSG00000277473	misc_RNA
4940	+	AC137932.3	ENSG00000268218	antisense_RNA
2230	-	FAM197Y1	ENSG00000224336	unprocessed_pseudogene
681	-	AC253536.5	ENSG00000250470	unprocessed_pseudogene
2664	-	AC016383.1	ENSG00000266335	lincRNA
788	-	TRERNA1	ENSG00000231265	lincRNA
2252	+	AL031666.2	ENSG00000267882	antisense_RNA
877	+	AC092608.1	ENSG00000248629	antisense_RNA
533	-	AC006238.1	ENSG00000272799	lincRNA
1267	+	AL358852.1	ENSG00000278899	antisense_RNA
17636	+	UTP15	ENSG00000164338	protein_coding
66312	-	AMOT	ENSG00000126016	protein_coding
111	+	Y_RNA	ENSG00000275904	misc_RNA
1033	+	AL139098.2	ENSG00000272714	transcribed_unprocessed_pseudogene
21726	-	AGAP12P	ENSG00000265018	transcribed_unprocessed_pseudogene
219	+	GNG5P5	ENSG00000234590	processed_pseudogene
501	-	CFL1P5	ENSG00000213830	processed_pseudogene
3265	+	PCDHB6	ENSG00000113211	protein_coding
376	-	RPS12P17	ENSG00000233163	processed_pseudogene
128	+	SNORA17	ENSG00000212461	snoRNA
185	+	AL157398.1	ENSG00000230112	processed_pseudogene
41772	+	MMAA	ENSG00000151611	protein_coding
8051	-	SSX9	ENSG00000204648	transcribed_unprocessed_pseudogene
114	-	RNA5SP308	ENSG00000199402	rRNA
39973	-	ZNF571	ENSG00000180479	protein_coding
59	+	MIR5584	ENSG00000263381	miRNA
3527	+	AL356489.2	ENSG00000260947	lincRNA
1313	-	PSMC1P12	ENSG00000226126	processed_pseudogene
967	-	AL022344.2	ENSG00000259869	lincRNA
323	+	AC234782.5	ENSG00000276298	unprocessed_pseudogene
1541	+	MTCO1P7	ENSG00000236211	unprocessed_pseudogene
6899	+	TPPP2	ENSG00000179636	protein_coding
603	-	AC107304.1	ENSG00000271671	processed_pseudogene
34829	+	RAB4A	ENSG00000168118	protein_coding
380	-	PABPC1P10	ENSG00000239443	processed_pseudogene
9162	-	AL356356.1	ENSG00000237781	antisense_RNA
118	+	TCL6_2	ENSG00000275033	misc_RNA
1673	-	AL109659.2	ENSG00000272491	antisense_RNA
189040	+	LINC01500	ENSG00000258583	lincRNA
1135	+	AC092070.1	ENSG00000268842	antisense_RNA
4475	-	KLHL7-AS1	ENSG00000230658	lincRNA
3399	+	TIGD2	ENSG00000180346	protein_coding
43209	+	ANTXRL	ENSG00000274209	protein_coding
999	+	AC104996.2	ENSG00000266876	transcribed_processed_pseudogene
2682	+	TSPY11P	ENSG00000238235	unprocessed_pseudogene
105145	-	DPY19L2P2	ENSG00000170629	transcribed_unprocessed_pseudogene
9654	+	NXPH4	ENSG00000182379	protein_coding
167600	-	LINC01331	ENSG00000248673	lincRNA
83604	+	PPME1	ENSG00000214517	protein_coding
9032	+	AC002550.1	ENSG00000261312	antisense_RNA
23112	-	AL133279.2	ENSG00000258975	lincRNA
25802	+	TMEM72	ENSG00000187783	protein_coding
47658	+	MTO1	ENSG00000135297	protein_coding
70	+	SNORD108	ENSG00000239014	snoRNA
290	+	RN7SL165P	ENSG00000241188	misc_RNA
28954	+	DMTN	ENSG00000158856	protein_coding
2372	-	AC079776.5	ENSG00000284619	transcribed_unprocessed_pseudogene
1164	-	AC108734.3	ENSG00000242068	processed_pseudogene
134	-	SNORA80C	ENSG00000199787	snoRNA
299	-	RN7SL258P	ENSG00000240589	misc_RNA
466	+	AP005264.5	ENSG00000267663	processed_pseudogene
57858	-	TTC39A	ENSG00000085831	protein_coding
33973	-	WDR45B	ENSG00000141580	protein_coding
108	+	RNA5SP79	ENSG00000202063	rRNA
20625	+	EPHB3	ENSG00000182580	protein_coding
23849	+	PKD1P1	ENSG00000244257	unprocessed_pseudogene
77364	+	ARHGEF18	ENSG00000104880	protein_coding
34037	-	EEF1AKMT2	ENSG00000203791	protein_coding
21254	-	AC125232.1	ENSG00000231259	unprocessed_pseudogene
183259	-	AC109779.1	ENSG00000223930	lincRNA
58	+	TRAJ7	ENSG00000211882	TR_J_gene
329	-	RN7SKP174	ENSG00000200673	misc_RNA
951	-	AC023078.1	ENSG00000254529	unprocessed_pseudogene
170	+	MED13P1	ENSG00000236131	processed_pseudogene
571	-	AC022509.4	ENSG00000278095	antisense_RNA
109	+	MIR223	ENSG00000284567	miRNA
367	-	AC093578.1	ENSG00000230053	processed_pseudogene
80	-	MIR6831	ENSG00000283717	miRNA
303	-	RN7SL178P	ENSG00000263616	misc_RNA
93	-	MIR604	ENSG00000207612	miRNA
6436	+	NSUN5P1	ENSG00000223705	transcribed_unprocessed_pseudogene
83	-	MIR466	ENSG00000265376	miRNA
2024	-	AL139393.2	ENSG00000272841	antisense_RNA
82601	+	SH2D4A	ENSG00000104611	protein_coding
7769	+	OOSP2	ENSG00000149507	protein_coding
3893	-	TMEM55B	ENSG00000165782	protein_coding
146	-	RNU1-109P	ENSG00000206687	snRNA
106	-	RNU6-948P	ENSG00000252183	snRNA
29597	+	CCP110	ENSG00000103540	protein_coding
106	+	RNU6-1027P	ENSG00000206725	snRNA
50798	+	OPN5	ENSG00000124818	protein_coding
19521	-	LINC01943	ENSG00000280721	lincRNA
16908	-	CCNE2	ENSG00000175305	protein_coding
199764	+	AC009055.1	ENSG00000260364	lincRNA
869	-	AL162430.1	ENSG00000233406	processed_pseudogene
4136	-	AP003498.1	ENSG00000254972	lincRNA
64304	-	STPG4	ENSG00000239605	protein_coding
1312	-	AC131649.1	ENSG00000260756	lincRNA
2128	+	AC090152.1	ENSG00000167912	antisense_RNA
135	-	SNORA17B	ENSG00000280496	snoRNA
26492	+	SLC17A4	ENSG00000146039	protein_coding
109	-	MIR211	ENSG00000207702	miRNA
236205	+	CHRNA7	ENSG00000175344	protein_coding
10679	+	LINC00494	ENSG00000235621	lincRNA
831	+	MTND1P10	ENSG00000229088	processed_pseudogene
2198	+	AJ003147.3	ENSG00000279330	TEC
297	+	RN7SL799P	ENSG00000244006	misc_RNA
14450	-	RBMY1D	ENSG00000244395	protein_coding
1373	+	MTND5P31	ENSG00000227841	unprocessed_pseudogene
2119	+	FAM47B	ENSG00000189132	protein_coding
929	+	OR4A4P	ENSG00000254769	unprocessed_pseudogene
6689	+	AP006621.3	ENSG00000255284	lincRNA
266	-	AC097662.2	ENSG00000284629	protein_coding
4661	-	CT45A11P	ENSG00000230162	unprocessed_pseudogene
35161	-	AL139260.2	ENSG00000273637	processed_transcript
108	-	Y_RNA	ENSG00000202100	misc_RNA
240372	+	SPATA17	ENSG00000162814	protein_coding
2984	+	HCG24	ENSG00000230313	antisense_RNA
2172	-	AC010141.2	ENSG00000228257	unprocessed_pseudogene
24771	+	AC016866.1	ENSG00000264269	antisense_RNA
3721	+	GOLGA2P8	ENSG00000214433	transcribed_unprocessed_pseudogene
142	+	SCARNA17	ENSG00000252143	scaRNA
12785	+	TOMM20L	ENSG00000196860	protein_coding
2961	-	AC004528.1	ENSG00000266990	antisense_RNA
5943	+	LAG3	ENSG00000089692	protein_coding
396376	+	SPATA5	ENSG00000145375	protein_coding
58447	+	INTS8	ENSG00000164941	protein_coding
26981	+	LINC02507	ENSG00000251688	lincRNA
281	+	RN7SL795P	ENSG00000239748	misc_RNA
17456	+	SDHAF2	ENSG00000167985	protein_coding
392	-	HIST2H2AB	ENSG00000184270	protein_coding
6441	+	LINC01906	ENSG00000265786	lincRNA
20279	-	STX17-AS1	ENSG00000255145	antisense_RNA
1141	+	TRIM60P11Y	ENSG00000227837	processed_pseudogene
17863	-	AL713999.1	ENSG00000273088	protein_coding
49859	+	C4orf32	ENSG00000174749	protein_coding
3031	-	WTH3DI	ENSG00000233087	protein_coding
16693	+	SRGN	ENSG00000122862	protein_coding
288058	+	LDLRAD3	ENSG00000179241	protein_coding
1529	+	AC002464.1	ENSG00000260188	antisense_RNA
1034	-	RCC2P8	ENSG00000250185	processed_pseudogene
3528	-	CTSLP6	ENSG00000204437	unprocessed_pseudogene
13764	+	AC011897.1	ENSG00000228505	lincRNA
38966	-	ANXA7	ENSG00000138279	protein_coding
1199	+	AL589986.2	ENSG00000236427	lincRNA
44674	+	AC009387.1	ENSG00000257781	lincRNA
8017	+	FNDC11	ENSG00000125531	protein_coding
3106	+	AL591806.1	ENSG00000228917	antisense_RNA
2411	-	AL590763.1	ENSG00000215120	processed_pseudogene
578	-	RAC1P2	ENSG00000249936	processed_pseudogene
33832	-	TMPRSS11BNL	ENSG00000250026	transcribed_unprocessed_pseudogene
11302	-	GLT8D1	ENSG00000016864	protein_coding
829	-	AC007671.1	ENSG00000274624	sense_intronic
85381	+	DIXDC1	ENSG00000150764	protein_coding
72994	+	LRRC8B	ENSG00000197147	protein_coding
2713	-	TRAPPC2P3	ENSG00000224964	unprocessed_pseudogene
282761	-	PTPRR	ENSG00000153233	protein_coding
74228	+	SREBF2	ENSG00000198911	protein_coding
82389	+	CLDN16	ENSG00000113946	protein_coding
2668	-	AC234582.2	ENSG00000236263	antisense_RNA
281	-	Metazoa_SRP	ENSG00000277001	misc_RNA
31861	+	C3orf85	ENSG00000241224	protein_coding
322	+	AC091932.3	ENSG00000280185	TEC
1624	-	AL132780.5	ENSG00000280129	TEC
231107	+	AFG1L	ENSG00000135537	protein_coding
15970	+	AL669970.1	ENSG00000223795	lincRNA
293	+	RN7SL262P	ENSG00000265033	misc_RNA
1623	+	AC092162.3	ENSG00000279205	TEC
1008	-	LINC02414	ENSG00000256424	lincRNA
24862	-	AC027763.2	ENSG00000263316	antisense_RNA
23015	-	SLC22A8	ENSG00000149452	protein_coding
252	-	AC027229.1	ENSG00000264193	processed_pseudogene
354	-	AC004923.3	ENSG00000255230	processed_pseudogene
1777	-	HTR1A	ENSG00000178394	protein_coding
1006	-	GAPDHP20	ENSG00000224333	processed_pseudogene
107	+	AP003716.2	ENSG00000254792	processed_pseudogene
24417	+	CYP4F12	ENSG00000186204	protein_coding
316	+	RN7SKP188	ENSG00000222721	misc_RNA
21161	-	AC009117.2	ENSG00000261176	lincRNA
353	-	AC010997.5	ENSG00000273248	lincRNA
108530	-	ARAP1	ENSG00000186635	protein_coding
5244	-	AL355602.1	ENSG00000284694	lincRNA
3773	-	AL031584.2	ENSG00000234613	lincRNA
27419	-	CCND2-AS1	ENSG00000256164	antisense_RNA
4137	+	ZAR1	ENSG00000182223	protein_coding
8924	+	GRASP	ENSG00000161835	protein_coding
38320	+	HMGXB4	ENSG00000100281	protein_coding
20732	+	NR1H3	ENSG00000025434	protein_coding
223	-	AC233263.1	ENSG00000265897	processed_pseudogene
2088	+	LINC01143	ENSG00000237751	lincRNA
18097	-	TBX2-AS1	ENSG00000267280	antisense_RNA
6435	-	USP9YP29	ENSG00000232424	unprocessed_pseudogene
342	-	AL390726.2	ENSG00000250989	transcribed_processed_pseudogene
1175	+	ZNF32-AS1	ENSG00000226245	antisense_RNA
101	-	Y_RNA	ENSG00000207061	misc_RNA
13888	+	CDKN2C	ENSG00000123080	protein_coding
46675	+	CAPN7	ENSG00000131375	protein_coding
2964	+	PAUPAR	ENSG00000281880	lincRNA
205869	-	CHN1	ENSG00000128656	protein_coding
2516	-	TMEM86B	ENSG00000180089	protein_coding
11273	+	AC007679.2	ENSG00000225610	antisense_RNA
906	+	AF186996.8	ENSG00000243429	unprocessed_pseudogene
2234	-	MAGEA8-AS1	ENSG00000230899	antisense_RNA
43250	+	AP002373.1	ENSG00000255663	protein_coding
96	+	MIR127	ENSG00000207608	miRNA
57493	+	AC004224.2	ENSG00000263212	processed_transcript
2821	-	AC003973.3	ENSG00000279377	TEC
5957	-	RDH14	ENSG00000240857	protein_coding
779	+	AL360182.1	ENSG00000214067	processed_pseudogene
444	+	STH	ENSG00000256762	protein_coding
112	+	Y_RNA	ENSG00000206840	misc_RNA
123098	+	GATAD2A	ENSG00000167491	protein_coding
5235	+	LINC02119	ENSG00000248461	lincRNA
3382	+	AC073283.1	ENSG00000225187	antisense_RNA
320	-	NDUFS5P5	ENSG00000230671	processed_pseudogene
128	+	RNU1-125P	ENSG00000252561	snRNA
545	+	AC134312.3	ENSG00000260166	lincRNA
109	-	Y_RNA	ENSG00000199840	misc_RNA
2099	+	PTGES2-AS1	ENSG00000232850	lincRNA
8591	+	ZNF304	ENSG00000131845	protein_coding
80	+	SNORD115-45	ENSG00000212380	snoRNA
2546	+	AP000426.1	ENSG00000253629	antisense_RNA
1155	-	AC253576.1	ENSG00000250238	processed_pseudogene
15528	-	PDYN	ENSG00000101327	protein_coding
115	+	RNA5SP384	ENSG00000252424	rRNA
1546	+	AC012157.1	ENSG00000258034	antisense_RNA
129141	+	LRRC1	ENSG00000137269	protein_coding
114	-	RNA5SP49	ENSG00000252259	rRNA
2228	-	AL590428.1	ENSG00000231652	antisense_RNA
3829	-	CAMK2N1	ENSG00000162545	protein_coding
5791	-	AL022100.2	ENSG00000283255	lincRNA
30654	+	AP002851.1	ENSG00000283959	bidirectional_promoter_lncRNA
13651	+	ACVRL1	ENSG00000139567	protein_coding
995	+	AL592293.2	ENSG00000234297	processed_pseudogene
155	+	uc_338	ENSG00000277568	misc_RNA
53660	-	SHCBP1L	ENSG00000157060	protein_coding
2562	+	WBP1	ENSG00000239779	protein_coding
21237	+	LAYN	ENSG00000204381	protein_coding
74	+	MIR4713	ENSG00000266593	miRNA
97208	-	SCN10A	ENSG00000185313	protein_coding
351	+	RPS20P25	ENSG00000228375	processed_pseudogene
292	+	RN7SL601P	ENSG00000243346	misc_RNA
15129	-	PIK3CD-AS2	ENSG00000231789	antisense_RNA
215128	+	SPTBN1	ENSG00000115306	protein_coding
1952	+	AC068760.1	ENSG00000239880	processed_pseudogene
56070	+	ZMYM1	ENSG00000197056	protein_coding
54	+	TRAJ21	ENSG00000211868	TR_J_gene
10208	-	LINC00682	ENSG00000245870	lincRNA
121874	+	LINC01499	ENSG00000255171	lincRNA
1089	+	ACTBP6	ENSG00000203413	processed_pseudogene
201695	-	SPHKAP	ENSG00000153820	protein_coding
1659	-	AC007342.2	ENSG00000259962	unprocessed_pseudogene
113053	+	LONP2	ENSG00000102910	protein_coding
61431	-	MTPAP	ENSG00000107951	protein_coding
387612	+	SETBP1	ENSG00000152217	protein_coding
292	+	AL078599.1	ENSG00000219702	processed_pseudogene
48580	+	FAM83F	ENSG00000133477	protein_coding
144098	+	PCDHA11	ENSG00000249158	protein_coding
2538	+	THUMPD3P1	ENSG00000248711	unprocessed_pseudogene
36246	-	FBXO27	ENSG00000161243	protein_coding
509939	-	SOX6	ENSG00000110693	protein_coding
289	+	AC005776.1	ENSG00000270802	processed_pseudogene
7039	+	UG0898H09	ENSG00000274956	lincRNA
6915	-	AC010133.1	ENSG00000274282	processed_pseudogene
69	-	MIR718	ENSG00000284286	miRNA
53108	+	CERS4	ENSG00000090661	protein_coding
65684	+	AC025566.1	ENSG00000244650	lincRNA
81886	-	CFAP74	ENSG00000142609	protein_coding
152	+	RNA5-8SN1	ENSG00000277739	rRNA
2758	+	AL391832.1	ENSG00000237520	lincRNA
64	+	MIR4291	ENSG00000265347	miRNA
5908	+	AC092326.1	ENSG00000260126	lincRNA
17537	+	AL358334.1	ENSG00000258687	antisense_RNA
1878	-	AC003098.1	ENSG00000267604	antisense_RNA
1669	-	GRAMD4P2	ENSG00000235992	processed_pseudogene
84	+	SNORD116-30	ENSG00000252277	snoRNA
46207	+	NT5E	ENSG00000135318	protein_coding
34966	-	TRIM23	ENSG00000113595	protein_coding
23831	+	MAP3K10	ENSG00000130758	protein_coding
13915	+	AC114296.1	ENSG00000250378	protein_coding
109	+	SNORD23	ENSG00000221803	snoRNA
32703	+	SLC6A7	ENSG00000011083	protein_coding
133	+	SNORA64	ENSG00000202517	snoRNA
87	+	MIR520H	ENSG00000207861	miRNA
8170	-	FAM189B	ENSG00000160767	protein_coding
11937	+	AL133343.2	ENSG00000228156	antisense_RNA
4232	+	RPL18A	ENSG00000105640	protein_coding
141	+	AC097535.2	ENSG00000249766	processed_pseudogene
368941	+	CNTLN	ENSG00000044459	protein_coding
129	+	SNORA33	ENSG00000200534	snoRNA
416875	+	METTL15	ENSG00000169519	protein_coding
113693	-	CAPS2	ENSG00000180881	protein_coding
1749	-	AC126474.2	ENSG00000280088	TEC
53083	+	PML	ENSG00000140464	protein_coding
40649	-	TMEM51-AS1	ENSG00000175147	antisense_RNA
133	-	SNORA22	ENSG00000199571	snoRNA
8628	-	TRIM17	ENSG00000162931	protein_coding
680	-	HIST1H2APS4	ENSG00000218690	transcribed_unprocessed_pseudogene
11480	+	FAM69B	ENSG00000165716	protein_coding
396	+	AC011891.2	ENSG00000271253	processed_pseudogene
19407	-	AC020905.1	ENSG00000266928	lincRNA
138218	+	AC062004.1	ENSG00000254366	lincRNA
858	-	IFNB1	ENSG00000171855	protein_coding
182	+	AC107626.1	ENSG00000240568	processed_pseudogene
50801	+	DCAF17	ENSG00000115827	protein_coding
2586	+	AL031719.1	ENSG00000280062	TEC
279	-	HIGD1AP4	ENSG00000233299	processed_pseudogene
106	-	RNU6-5P	ENSG00000206965	snRNA
3543	-	AC106744.2	ENSG00000251487	lincRNA
847	+	AF228730.2	ENSG00000228744	processed_pseudogene
332	-	RPL30P4	ENSG00000237676	processed_pseudogene
2109	+	AC023090.2	ENSG00000279077	TEC
5698	-	OR8B12	ENSG00000170953	protein_coding
500	+	RPL12P11	ENSG00000232493	processed_pseudogene
222	-	IGKV2-36	ENSG00000253487	IG_V_pseudogene
562	-	AC018761.3	ENSG00000267212	lincRNA
344	-	TMEM14DP	ENSG00000214881	processed_pseudogene
17296	-	GGT4P	ENSG00000280208	unprocessed_pseudogene
20122	-	AC111152.1	ENSG00000229389	transcribed_unprocessed_pseudogene
7734	-	AL035443.1	ENSG00000224765	antisense_RNA
1525	-	MTCO1P15	ENSG00000255350	processed_pseudogene
89	-	MIR3651	ENSG00000281156	miRNA
207	+	AC136932.1	ENSG00000262561	processed_pseudogene
29843	+	RBM14-RBM4	ENSG00000248643	protein_coding
77147	+	TPCN1	ENSG00000186815	protein_coding
72438	-	SPICE1	ENSG00000163611	protein_coding
34244	-	SRSF4	ENSG00000116350	protein_coding
926	+	DKFZp779M0652	ENSG00000205106	lincRNA
54903	+	RFX6	ENSG00000185002	protein_coding
174	+	IGLJ2	ENSG00000211676	IG_J_gene
889	-	AP001107.8	ENSG00000254855	antisense_RNA
2536	-	AC237221.2	ENSG00000280225	TEC
94861	+	LINC00609	ENSG00000257585	lincRNA
1097	+	AL162274.1	ENSG00000273521	antisense_RNA
984	+	AC090568.1	ENSG00000250962	processed_pseudogene
14424	-	AC234771.4	ENSG00000236491	unprocessed_pseudogene
36686	-	SMG1P4	ENSG00000185710	transcribed_unprocessed_pseudogene
87298	-	GOLIM4	ENSG00000173905	protein_coding
1111	-	AC109462.4	ENSG00000283423	lincRNA
85939	-	POLR1A	ENSG00000068654	protein_coding
294121	-	STK39	ENSG00000198648	protein_coding
182	+	SEPT14P3	ENSG00000226008	unprocessed_pseudogene
617	-	AC005753.1	ENSG00000278925	lincRNA
1236	+	HIST1H3H	ENSG00000278828	protein_coding
121	-	RNA5SP339	ENSG00000212289	rRNA
24050	+	AC002094.1	ENSG00000258924	processed_transcript
494	-	AC079944.1	ENSG00000240776	processed_pseudogene
84	+	MIR1244-1	ENSG00000284378	miRNA
1778	+	AL512844.1	ENSG00000232952	processed_pseudogene
2622	+	AC011611.2	ENSG00000257329	lincRNA
423	-	TYMSP2	ENSG00000267190	processed_pseudogene
218	+	U3	ENSG00000271817	snoRNA
5807	+	AC015813.6	ENSG00000279207	TEC
37444	+	LINC01641	ENSG00000234277	lincRNA
93	-	RNA5SP356	ENSG00000251781	rRNA
6574	-	ATXN7L3	ENSG00000087152	protein_coding
86	+	MIR3972	ENSG00000266634	miRNA
204	+	AC211469.2	ENSG00000270694	processed_pseudogene
741	-	VCY	ENSG00000129864	protein_coding
344	+	AC079168.1	ENSG00000226222	processed_pseudogene
296	+	RN7SL646P	ENSG00000242341	misc_RNA
717	+	AC008825.2	ENSG00000270495	processed_pseudogene
751845	-	CPNE4	ENSG00000196353	protein_coding
189891	-	AC114485.1	ENSG00000233359	lincRNA
101	+	RNA5SP166	ENSG00000201846	rRNA
6010	-	TRIM53CP	ENSG00000254764	unprocessed_pseudogene
334	-	Z85995.1	ENSG00000236880	processed_pseudogene
16442	+	IBA57	ENSG00000181873	protein_coding
2885	+	AC148477.3	ENSG00000256943	antisense_RNA
14027	-	ZCRB1	ENSG00000139168	protein_coding
58455	-	LINC01498	ENSG00000247213	antisense_RNA
567	+	AC092474.3	ENSG00000270791	processed_pseudogene
447	-	AP000866.4	ENSG00000254941	processed_pseudogene
43182	-	DDX6	ENSG00000110367	protein_coding
917	-	NANOGP7	ENSG00000258774	transcribed_processed_pseudogene
5276	+	MELTF-AS1	ENSG00000228109	antisense_RNA
4181	-	AP000802.1	ENSG00000247416	antisense_RNA
1171	+	AC112204.2	ENSG00000249748	antisense_RNA
2785	+	LST1	ENSG00000204482	protein_coding
5970	-	SGO1P2	ENSG00000234304	processed_pseudogene
101	+	Y_RNA	ENSG00000200552	misc_RNA
88963	+	AC090527.2	ENSG00000260170	protein_coding
103	-	RNU6-824P	ENSG00000200594	snRNA
156291	+	HNF4G	ENSG00000164749	protein_coding
27818	+	ATP1A2	ENSG00000018625	protein_coding
32572	+	GTF2H2B	ENSG00000226259	transcribed_unprocessed_pseudogene
29644	+	DPP3	ENSG00000254986	protein_coding
14402	+	CYP4F8	ENSG00000186526	protein_coding
3179	+	AC092687.2	ENSG00000236162	lincRNA
9750	-	HILS1	ENSG00000188662	transcribed_unitary_pseudogene
2249	+	AP000997.3	ENSG00000279771	TEC
57380	+	MAP3K21	ENSG00000143674	protein_coding
117	+	RNA5SP483	ENSG00000200301	rRNA
105420	-	RIPOR3	ENSG00000042062	protein_coding
1239	-	AC138089.1	ENSG00000229255	lincRNA
690	-	AL713923.1	ENSG00000234712	antisense_RNA
65324	+	AC107068.2	ENSG00000282917	antisense_RNA
1454	+	AC034207.1	ENSG00000249921	processed_pseudogene
689	-	AC139530.3	ENSG00000275902	antisense_RNA
314	+	GNAI2P1	ENSG00000255749	processed_pseudogene
2357	-	AC087359.1	ENSG00000250869	unprocessed_pseudogene
202	+	AP004607.1	ENSG00000254655	processed_pseudogene
109	-	MIR192	ENSG00000283926	miRNA
353	+	SNRPD2P1	ENSG00000228938	processed_pseudogene
585	-	AP005432.2	ENSG00000273335	lincRNA
2063	-	AL031587.1	ENSG00000222044	antisense_RNA
481	-	AC034268.2	ENSG00000262384	processed_pseudogene
1278	-	AL359962.1	ENSG00000233411	sense_intronic
111	-	Y_RNA	ENSG00000199263	misc_RNA
79187	-	TMEM150C	ENSG00000249242	protein_coding
80	+	MIR6516	ENSG00000284250	miRNA
6257	-	NDUFB8	ENSG00000166136	protein_coding
333759	+	CHN2	ENSG00000106069	protein_coding
350932	-	EPHA5	ENSG00000145242	protein_coding
10591	-	ZNF300	ENSG00000145908	protein_coding
151631	+	ACACB	ENSG00000076555	protein_coding
249	+	Metazoa_SRP	ENSG00000277950	misc_RNA
1636	-	AL138762.1	ENSG00000272572	antisense_RNA
966	+	AL354872.1	ENSG00000233020	processed_pseudogene
60716	+	AL158175.1	ENSG00000283072	lincRNA
106	-	RNU6-1106P	ENSG00000212147	snRNA
292	-	RN7SL93P	ENSG00000240327	misc_RNA
76	-	MIR4506	ENSG00000265768	miRNA
995	-	AL132639.3	ENSG00000259083	antisense_RNA
101	+	Y_RNA	ENSG00000200855	misc_RNA
26206	+	AC087321.1	ENSG00000256389	lincRNA
288	+	RN7SL169P	ENSG00000242547	misc_RNA
77	+	hsa-mir-4773-1	ENSG00000264684	miRNA
25088	-	CRLF2	ENSG00000205755	protein_coding
519	+	AC245102.1	ENSG00000234413	processed_pseudogene
2665	+	OR5T1	ENSG00000181698	protein_coding
10463	-	NEURL3	ENSG00000163121	protein_coding
87	-	MIR125B1	ENSG00000207971	miRNA
4740	-	MIR22HG	ENSG00000186594	lincRNA
3788	-	SLC35B2	ENSG00000157593	protein_coding
794	+	AL731684.2	ENSG00000230423	lincRNA
35063	+	RBBP4	ENSG00000162521	protein_coding
106	-	RNU6-792P	ENSG00000200360	snRNA
4174	+	AL356020.1	ENSG00000258731	antisense_RNA
34616	+	LYRM7	ENSG00000186687	protein_coding
3232	-	XCL2	ENSG00000143185	protein_coding
25314	-	TNKS1BP1	ENSG00000149115	protein_coding
28252	+	GPR26	ENSG00000154478	protein_coding
1096	-	AP001782.1	ENSG00000254823	lincRNA
